"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","QC.1.Dup","QC.1","QC.2","QC.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","First","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Second","Test","Test","Test","Test","Test","Test","Test","Test","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third","Third"
"M1559.192T13.111","13128.656","13805.013","11844.118","14729.482","14075.1","15224.371","14656.6","14054.466","14221.824","14684.048","13308.19","14449.797","13081.106","13604.062","13378.288","14354.571","14127.6614","14556.404","14658.224","15179.187","11936.544","12563.431","14423.94","14073.968","12687.477","12152.969","12170.996","13868.712","14234.394","13288.897","12129.927","12129.927","12129.927","12129.927","11428.763","11428.763","13339.9","14603.866","13077.267","14592.709","12850.334","12449.442","13106.885","15242.279","14000.096","14642.502","16137.4399","14093.9","14463.813","13727.464","12210.905","14510.727","11873.514","17558.235"
"M1559.198T13.111","13128.918","13805.013","12177.655","14845.122","14074.078","14756.062","14291.947","13532.707","13153.166","14025.104","12973.718","14449.797","11679.616","12950.079","13045.579","13077.4","14127.6614","14322.84","13802.927","15179.187","11936.544","12563.431","13318.871","13555.893","12687.477","12152.969","12170.996","13365.394","14234.394","13288.897","12129.927","12129.927","12129.927","12129.927","12017.999","12017.999","13518.901","14603.606","13077.267","14046.491","12174.367","12449.442","13106.885","14615.024","14000.096","14642.502","15384.3356","14093.9","13892.449","13727.464","11685.809","13961.502","13582.954","16654.603"
"M1559.7T13.111","18826.374","18041.212","16688.045","18260.51","18498.014","18550.571","17167.348","18034.465","16843.019","17503.859","18225.681","18181.061","19459.699","18381.259","16360.936","20268.687","18856.5297","17892.253","19266.441","19199.334","14812.806","18469.469","19688.862","17395.412","16642.48","14479.758","15453.808","18282","18162.714","18610.386","16586.158","16586.158","16586.158","16586.158","15535.062","15535.062","19949.67","17969.962","18557.923","18301.898","16170.762","19107.402","16896.518","19866.303","17626.23","18511.605","17796.2303","19840.083","18927.952","16517.19","17225.36","17834.022","15786.421","22290.329"
"M1570.693T13.108","11442.224","12046.03","12542.012","10402.817","12279.891","11774.482","10105.22","12216.184","11091.606","13369.5","11613.657","12190.413","12947.634","12565.584","13077.258","12542.415","10698.6332","10766.202","11917.237","13252.722","11722.31","12301.411","12109.282","12094.974","10666.726","10103.997","10403.413","10995.674","13623.049","10868.179","9572.927","9572.927","9572.927","9572.927","12710.172","12710.172","11921.161","12496.134","12425.707","10990.887","11342.923","12198.256","12937.219","7831.53","11718.228","9085.302","11426.3989","12377.759","11596.604","12168.97","10006.471","13461.725","9739.371","9126.272"
"M1573.03T13.109","17203.412","18195.696","18086.352","18060.659","18880.472","20112.122","16890.52","16940.928","15652.683","18190.408","19097.934","19177.871","17506.971","16646.074","18606.562","17625.081","17148.4096","17161.846","18298.711","17410.133","15610.202","17834.455","18959.24","16946.37","17773.16","12841.229","14869.651","15600.436","18169.83","17333.837","15586.446","15586.446","15586.446","15586.446","15093.478","15093.478","17699.992","18224.245","18803.229","17917.706","15430.343","19701.251","16622.494","18709.828","19640.437","17236.699","17641.1149","18678.325","17519.378","19193.002","16422.969","17732.024","14876.496","20405.539"
"M1576.691T13.111","15940.077","15411.458","15631.346","15128.856","14692.552","15809.539","13989.06","15063.227","14427.152","16197.97","16771.608","16480.042","14166.808","14834.37","14722.572","15324.502","14551.2199","14947.22","16176.844","14135.953","13204.616","14712.924","16765.775","14208.93","14395.914","12487.043","12946.333","10846.645","15507.835","14413.3","13060.415","13060.415","13060.415","13060.415","14300.859","14300.859","15967.351","16796.15","15405.264","16673.086","14136.033","14906.94","14399.253","16643.022","16250.58","16481.769","14507.4562","16879.018","16869.77","14460.459","15087.174","16190.317","14220.438","18026.57"
"M1576.695T13.11","15940.978","15432.158","15619.165","16037.384","15002.073","15167.692","13164.719","15063.227","15399.978","16196.584","16772.055","16480.042","15069.34","15640.223","14708.409","16085.877","14965.2602","13315.828","16176.844","14135.953","13815.444","14997.503","16060.489","14908.051","14395.914","12498.139","12950.656","14595.771","15495.266","14970.661","13071.997","13071.997","13071.997","13071.997","14300.859","14300.859","15967.351","16796.15","15407.235","17295.815","14183.683","14926.541","14409.748","16332.055","17348.164","16481.769","15336.116","16896.859","17385.883","15496.022","14542.677","16524.945","13297.425","19479.361"
"M1582.695T13.11","14493.35","16605.668","16026.796","14435.989","15554.58","16140.494","15005.775","16388.855","15711.222","17173.366","15002.798","16180.952","16397.921","15448.973","16386.199","15725.91","15377.031","14895.111","15937.91","14456.951","14950.96","16169.371","17156.749","16442.763","15967.581","14142.582","13938.044","15468.454","16096.946","14568.346","14688.549","14688.549","14688.549","14688.549","13223.631","13223.631","16114.198","16493.282","16011.123","18134.161","14054.923","15665.298","15288.757","15768.186","15127.269","15994.178","15171.0781","18215.474","16424.668","15483.987","14921.685","16520.935","14601.468","18681.132"
"M1584.692T12.108","5596.785","4088.6","3947.356","3828.982","4727.909","4741.229","5391.788","4158.22","4358.951","4428.799","4122.968","3760.541","5091.716","5334.145","4212.257","5236.781","3883.884","4024.73","3516.028","4551.084","3077.821","4709.147","6098.594","3935.439","3927.273","4028.114","4516.032","4472.859","4726.892","4531.914","4776.897","4776.897","4776.897","4776.897","6377.074","6377.074","4316.912","6124.318","5500.048","4425.484","4274.208","4809.72","4649.035","4359.177","5241.704","4744.87","3694.8913","5500.553","4848.687","4497.833","3920.276","4673.104","4791.548","5690.256"
"M1587.692T13.11","16678.967","16538.103","17294.84","17545.685","16271.748","17306.772","17556.633","16144.185","16060.498","18174.36","18247.622","17392.345","17536.515","14946.706","15729.309","14778.53","15581.7115","17831.334","16024.159","17389.768","13934.425","16870.263","19367.549","17177.128","16387.204","15567.87","15193.495","17439.155","15410.558","16428.407","15600.883","15600.883","15600.883","15600.883","14940.266","14940.266","15583.684","19700.477","16447.744","17924.008","15061.469","16854.551","16640.221","17525.299","16684.605","16398.318","17937.8401","16496.024","18035.999","18330.037","15278","17397.549","15502.079","18939.606"
"M1587.696T13.111","15341.888","15652.818","17887.623","18393.935","14796.418","17303.895","16845.302","16144.185","16104.882","17996.631","18247.622","18364.909","17678.174","15459.802","16966.468","16690.878","15632.9772","18602.024","16258.335","17391.94","14379.888","18049.111","18956.511","17043.068","17270.279","15610.058","15188.541","16541.42","16270.582","16487.398","15647.075","15647.075","15647.075","15647.075","14676.276","14676.276","15700.209","19223.587","17303.087","18293.474","15010.262","16618.803","16686.428","18544.114","17098.706","17336.558","17937.8401","17005.034","18034.654","18412.935","16229.711","18096.615","15931.062","19211.256"
"M1593.442T13.11","15246.245","14355.851","13246.597","14736.132","13463.663","15775.76","13009.7","14010.345","12686.514","13362.624","12058.792","13555.386","12384.994","13701.542","13612.749","12201.462","12409.611","13947.131","11315.846","13822.98","12543.134","14319.723","13453.522","13134.847","13336.092","10891.474","12800.081","13789.995","14152.957","12259.689","12962.891","12962.891","12962.891","12962.891","12357.597","12357.597","13670.89","14160.595","12315.786","14221.928","10398.254","12703.858","15262.523","13073.019","13706.309","15319.979","13348.6241","15069.693","13645.787","14424.841","12114.909","13278.371","12172.904","15536.376"
"M1593.688T13.111","16176.702","15151.062","11974.895","11944.159","13956.822","15358.639","12983.223","14850.645","13840.864","13799.756","14270.808","14897.402","14886.299","14892.211","14800.634","13697.263","12349.196","13857.448","16213.643","12870.094","12135.581","13291.601","14325.695","12795.249","12827.98","11745.67","13924.02","14072.219","13655.828","11788.599","11952.379","11952.379","11952.379","11952.379","11461.014","11461.014","12757.971","12902.99","13693.116","14464.439","13816.071","12257.216","14481.904","14217.537","13457.72","13959.584","14284.9124","14168.814","14965.054","13841.826","12161.841","13566.432","11535.18","15747.2"
"M1594.69T14.113","12152.078","12088.4","11313.505","10298.672","12164.608","12869.674","11371.904","11613.786","11783.438","11860.732","11234.551","11742.783","11209.502","11386.03","11364.331","11883.653","10804.8385","12365.829","10998.305","12199.933","11003.913","12345.696","13339.237","12624.081","10730.696","9922.253","9556.486","10828.194","12039.347","11463.187","10633.99","10633.99","10633.99","10633.99","11608.791","11608.791","11932.799","12295.247","12558.53","13837.118","10228.761","9494.443","11176.967","11958.676","11598.95","12412.494","12215.8556","13308.457","11269.905","12063.829","12431.061","10962.702","6334.948","12091.405"
"M1603.689T13.111","15833.796","14508.083","14363.176","15293.546","14770.736","16551.018","15829.85","16699.706","15108.555","15780.89","14649.838","15200.488","14594.49","14616.466","15079.102","15779.407","14792.3587","14790.894","14557.054","14984.474","13533.597","14811.224","16280.566","15245.959","15379.124","12289.434","13144.676","16471.992","14521.41","15074.592","13239.454","13239.454","13239.454","13239.454","12799.01","12799.01","16272.672","13532.554","14323.007","17176.145","13942.824","15019.99","15339.645","14914.12","13437.004","13468.614","15403.6465","17007.254","15129.461","13485.63","14675.214","13458.431","13215.722","17408.608"
"M1610.426T13.113","16178.707","12450.952","14573.465","15322.45","14600.336","15516.955","11829.579","15001.057","17400.856","15297.444","13582.937","13870.535","15914.017","14607.692","13949.41","17592.733","14299.4665","15588.56","14067.171","12834.388","12046.489","13655.696","15177.818","14960.417","13026.977","11421.34","12311.238","16214.708","15417.51","14576.768","12086.484","12086.484","12086.484","12086.484","12926.741","12926.741","13302.099","14485.526","14189.534","15821.294","10212.237","13881.988","12988.161","13931.585","15564.835","14196.313","15818.6608","13434.689","15580.578","13746.827","14107.253","14785.323","13576.698","15074.073"
"M1610.431T13.109","14750.118","10521.47","13891.825","15322.45","15333.387","14786.758","11829.579","15001.057","14940.425","16065.627","13582.937","13870.535","13917.76","15308.749","13949.41","15504.861","14299.4665","15588.56","13636.218","13333.458","12046.489","13655.696","15177.818","14472.506","13026.977","11421.34","12311.238","14467.398","15417.51","14422.161","12086.484","12086.484","12086.484","12086.484","12926.741","12926.741","13307.719","14485.526","12564.225","15595.095","10770.554","13216.46","12608.417","13659.839","15555.663","14196.313","15818.6608","13434.689","15580.578","13746.827","13530.127","13820.222","13576.698","15074.073"
"M1610.691T13.111","16715.998","17250.257","16740.763","18198.27","19375.566","18613.132","17264.205","19555.522","15676.89","18890.948","17141.27","17269.906","16926.951","17464.483","16762.939","18495.233","17013.4732","16671.866","17413.312","17829.437","15701.19","17007.932","17573.788","17946.373","17524.815","14495.133","15837.321","15754.679","19320.399","17259.904","16489.296","16489.296","16489.296","16489.296","14937.328","14937.328","17570.135","20138.009","17211.776","18356.629","16373.261","15724.817","16065.715","17583.683","17499.179","18047.782","17993.9773","19293.455","18632.134","19154.889","16817.654","18960.387","15353.501","21554.114"
"M1611.434T12.108","10357.34","9181.976","9495.6","9941.114","9951.403","9905.761","10899.099","10318.24","9529.528","9705.147","9834.744","9229.083","9927.553","9262.597","9594.854","10869.635","10179.9212","10020.931","9838.894","10306.682","9237.221","6312.789","11213.942","9611.539","10445.44","7753.764","8682.979","9171.927","8771.052","8910.977","8369.309","8369.309","8369.309","8369.309","8935.74","8935.74","10165.722","10081.151","9342.051","10908.957","7128.344","9021.417","8957.374","10437.76","9638.484","9802.47","10341.2741","10036.444","10211.283","9766.924","8990.203","10050.999","6252.702","12062.828"
"M1627.429T13.11","15196.113","13921.19","11895.641","13997.082","14992.844","13085.694","12224.844","15406.166","13077.595","13879.964","14172.54","15241.53","12565.65","12499.011","14120.234","14967.792","13840.6904","12456.017","11875.673","14055.703","11665.474","13390.887","15097.619","14296.986","14658.862","11649.502","13435.177","13608.787","13396.233","13595.389","11997.71","11997.71","11997.71","11997.71","12595.749","12595.749","13075.922","14327.072","14189.306","12994.868","11607.588","15048.258","13210.34","12528.027","14233.62","13891.318","13583.1974","14652.927","15153.521","14945.27","13035.694","13870.869","9636.046","16545.344"
"M1644.684T13.112","13134.672","13883.132","13026.839","12471.144","12641.73","13803.537","12217.279","13420.732","12112.173","13972.203","13402.086","12797.876","10257.92","11214.273","12448.461","14923.704","11926.2912","10341.601","13218.911","12240.439","10514.85","11670.772","12430.545","12720.784","11380.793","10808.506","8909.585","12682.108","12281.48","11922.925","12052.485","12052.485","12052.485","12052.485","11554.688","11554.688","12061.099","14822.493","13803.447","12577.62","9174.962","13238.133","10659.689","12564.288","11139.436","12268.639","11624.4101","13406.637","14321.46","11969.899","10929.029","11719.847","10426.182","15049.986"
"M1655.683T13.112","14094.156","14606.233","12530.98","13116.333","14361.775","13947.825","12552.772","12523.672","12847.103","14826.416","12658.9","12944.401","14040.444","13026.407","13213.965","14739.422","12753.2211","14033.311","12248.296","13359.771","11369.762","13647.806","12771.437","12315.98","13574.657","11555.22","11942.602","11390.834","14128.017","11835.897","12636.127","12636.127","12636.127","12636.127","11989.92","11989.92","13412.071","13522.526","10974.147","12508.322","10358.453","13490.861","12753.255","15240.266","13124.384","15007.712","13043.8793","14490.629","13786.185","13938.131","12864.701","13325.057","12006.666","14291.595"
"M1671.676T13.11","12344.833","11562.021","11617.555","11717.709","11808.915","12623.718","11913.264","11863.687","12304.188","12145.669","10852.92","13006.624","12264.04","12366.99","11952.43","12010.94","10940.3967","12446.661","11368.673","13177.414","10124.632","11885.411","12145.529","11480.282","10887.023","9933.559","9474.042","12331.522","11053.131","11232.596","10664.758","10664.758","10664.758","10664.758","11201.69","11201.69","12637.214","12962.931","11372.147","10697.998","11643.163","10927.362","9786.531","11507.709","11230.94","12011.788","13770.3137","11485.266","11444.378","10542.037","10875.148","14277.17","11876.311","12868.449"
"M1671.991T13.111","15704.974","10260.69","12556.308","11790.802","13270.444","14732.859","12367.605","8924.503","12325.264","10923.825","11934.223","10949.894","11695.547","11084.447","12562.039","14418.258","11894.496","11379.26","12301.435","10911.994","11915.691","12275.482","12683.358","10479.139","10885.254","10437.406","9716.98","13575.962","13386.196","12169.565","11114.027","11114.027","11114.027","11114.027","10024.042","10024.042","10751.591","16080.499","12353.903","10099.585","9693.189","11846.255","12214.102","10286.576","12154.465","13044.556","13265.8861","13548.726","11110.697","13327.582","10264.027","10551.898","8919.97","13355.314"
"M1708.671T13.112","16363.194","16186.638","15171.659","16148.54","14632.411","17110.133","14072.763","13356.556","14235.861","15907.217","16266.234","16753.036","15031.092","14933.605","14395.056","14454.771","13931.4178","16081.59","13845.735","14284.414","12351.679","13876.37","16423.858","16730.773","14662.876","9672.637","13879.944","13827.923","13561.191","12990.01","13856.297","13856.297","13856.297","13856.297","12344.998","12344.998","17004.862","15656.885","18326.226","15983.808","12266.371","13882.631","14781.774","17053.926","12960.646","14118.058","14948.5342","15039.638","15927.437","16232.209","13839.635","15870.135","13729.11","18820.608"
"M1712.173T13.109","10056.078","8944.754","7844.166","8956.563","9431.381","10378.705","6989.948","8144.499","6695.608","8770.726","8373.763","5986.939","9583.322","8348.784","10943.504","7673.273","7227.1399","6399.366","6420.153","8750.048","3867.008","7790.72","9601.925","7287.551","6832.084","8340.199","7577.071","8149.041","7623.274","7061.12","7961.327","7961.327","7961.327","7961.327","8708.478","8708.478","9486.374","6261.84","8453.383","8584.064","5786.296","6654.402","9136.07","8511.162","7930.375","9134.256","8462.6828","9822.05","7037.45","9096.803","8302.439","8644.369","6702.234","10169.72"
