"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M927.605T1584.638","14214.279","66756.117","37535.553","46427.836","78066.967","16000.468","17847.989","82198.818","41655.539","9290","14291.17","8058.6365","31281.597","102399.386","125000","29400","15416.3585","91923.5377","27100","23670.524"
"M524.437T1458.08","138265.766","95270.944","116653.042","139540.633","109229.735","112188.552","160149.74","126923.215","140150.739","118000","124115.38","117538.3863","150948.688","119053.55","120000","146000","137080.0136","142576.4064","159000","168926.737"
"M892.609T1509.101","28139.516","64486.047","46949.874","24497.708","84185.933","33651.91","7555.393","55123.35","37037.953","30200","25735.583","18955.2839","24513.954","58857.702","145000","29700","13510.6441","51440.1884","26100","36440.955"
"M808.735T1557.614","23908.395","84767.402","43999.453","95207.142","107397.268","12250.488","17805.836","38278.3","73756.335","50000","18301.448","13300.2188","82829.989","37135.465","81800","22600","9340.1781","27527.4457","85200","12424.511"
"M515.408T1574.181","115838.247","123149.36","160307.9","140610.259","149812.294","115768.031","42968.553","135962.188","658959.723","176000","96944.281","87752.6086","163432.786","117328.927","218000","155000","90677.0155","146401.7971","496000","113092.509"
"M913.563T1454.879","51841.018","114224.875","88400.773","77213.608","418096.992","52702.352","37490.485","256930.245","61598.299","36300","30984.826","24052.1155","59186.585","227606.769","310000","41700","18690.1867","124368.8521","63700","58364.463"
"M655.531T1610.398","27548.277","45114.845","132639.708","63508.095","54266.97","9942.488","14804.416","171985.931","59101.332","46000","105375.182","15512.3486","53620.376","49349.278","46700","42000","21750.3619","148338.7793","45400","42379.484"
"M617.433T1456.129","154498.725","145393.179","134744.904","136991.488","130201.344","175754.665","326173.897","151018.846","198848.664","171000","105553.398","107801.5887","209953.263","160518.423","209000","164000","119769.0918","139456.0327","204000","166709.074"
"M721.577T1536.307","64575.69","741244.826","223880.274","401586.608","417500.516","38141.211","97071.072","178161.039","241823.321","397000","253387.794","77235.7341","662674.819","340016.943","216000","58000","66858.3431","179035.9586","470000","64080.066"
"M881.568T1457.816","36616.301","131394.494","82980.669","66302.654","366465.086","27268.498","23464.508","228032.952","59972.135","33900","25256.56","25938.9545","30905.721","262677.504","540000","29900","19296.2656","135633.4168","54800","39019.941"
"M825.585T1557.26","36485.764","32663.717","41235.057","29230.866","57699.011","29380.844","21089.44","45242.236","27514.071","39500","39804.305","23765.3931","51165.963","53422.94","85200","27600","24758.6101","53790.4813","25900","36553.074"
"M481.362T1591.564","40854.71","38468.831","51593.963","53540.709","35840.59","53520.632","9442.187","36489.636","44096.194","21700","47201.881","21030.3672","42886.342","61090.56","26600","25200","46768.8111","47650.3954","51600","60754.966"
"M411.251T1437.383","137204.077","144588.579","131322.783","139780.597","138341.254","128962.191","168076.853","140333.807","130122.236","160000","131053.867","112159.2796","138148.972","139307.744","145000","145000","107065.5628","140114.6028","139000","141185.559"
"M566.426T1641.413","23534.867","43009.132","38067.321","85415.211","58686.522","31976.995","5375.268","42684.602","25762.211","27400","29998.372","22672.5645","59968.6","28506.544","20400","35000","22998.7486","43594.1053","20200","22352.847"
"M658.504T1389.113","152708.926","108355.184","99905.633","118633.942","144786.601","170571.146","70199.496","125629.878","97787.972","138000","114134.378","74977.9886","124939.58","107687.756","126000","174000","117537.8993","118250.7801","131000","151353.312"
"M873.58T1556.7","49275.528","79022.575","89595.642","34149.168","102222.497","34031.372","50053.499","103489.124","168163.711","104000","112537.871","41039.3272","44294.952","97590.805","169000","56400","23718.242","119418.8452","42100","105895.021"
"M608.525T1624.418","31515.315","20939.425","68772.2","56608.781","29814.503","16204.56","25771.69","50838.008","27855.198","40100","48584.19","43531.9537","44848.551","54481.251","31600","49900","23298.7222","54802.6294","73800","39380.427"
"M883.588T1473.64","68011.567","131492.242","97726.606","52725.939","200592.842","51693.906","29661.008","164596.744","109899.478","77300","53696.288","24656.0955","65393.706","191424.326","582000","95300","39827.2464","179791.0005","76600","57735.552"
"M920.644T1518.016","8833.709","33875.395","26805.02","29685.294","32989.806","15797.649","27333.217","35158.784","14947.031","17800","20176.738","13397.5302","22505.623","45342.775","64600","17000","1766.7418","34955.4643","17400","27801.777"
"M965.706T1490.033","41347.777","15378.152","17937.769","26318.704","27509.948","20377.869","20040.071","15275.665","156885.366","55700","34042.852","34595.166","29559.554","19117.693","260000","30700","2621.0404","66946.8758","44800","10940.86"
"M1028.737T1341.992","440","17322.424","17569.569","4375.048","11358.33","4885.767","440","14030.516","5367.205","2200","2410.119","440","4161.257","9655.915","19000","13900","440","11466.964","5260","4856.713"
"M443.333T1262.042","235676.657","89503.586","75043.229","112805.972","210549.796","205307.947","1177124.919","133033.761","137031.081","234000","184666.432","97851.8287","84035.208","89480.808","3110000","208000","129068.699","119173.7738","135000","170192.512"
"M702.545T1440.116","86519.302","63280.672","69193.094","73909.25","94683.99","70289.186","55258.018","85407.977","82641.558","94700","81095.422","60232.0926","92678.813","68984.221","80600","80600","68375.9148","107409.2889","86600","98673.075"
"M401.317T1390.374","135330.572","73573.613","58690.828","59628.835","158616.826","134967.107","73101.943","99908.591","143723.779","147000","146878.608","50871.9319","70607.482","63957.408","142000","144000","105534.5237","101528.6103","79700","163107.416"
"M825.582T1428.316","159528.519","50173.433","38058.459","67912.912","166086.442","120129.015","28928.787","139530.223","128659.664","81500","122144.705","29985.6406","70290.064","73936.526","142000","60000","23500.5152","112821.8029","57900","151542.029"
"M669.243T917.809","131369.005","38035.941","69244.999","72928.998","104840.601","99557.208","72512.268","110628.702","83808.568","170000","134415.218","3419.834","74926.92","84741.64","121000","1e+05","2070.1871","118593.7191","99100","134596.282"
"M441.32T1479.382","194529.483","150313.036","176223.119","173552.234","175995.398","183576.721","302947.512","174689.793","201649.608","190000","184684.053","167223.0044","217054.242","252051.58","177000","2e+05","154409.9928","191545.7461","242000","202571.307"
"M565.454T1591.061","65238.669","95527.501","79133.129","208548.722","163775.413","77205.827","47570.911","79490.966","214290.169","69500","57061.637","57883.6462","195609.976","69790.925","90800","78100","66003.7142","126910.3828","177000","83073.266"
"M945.585T1492.083","63248.488","102157.925","90089.99","79252.721","122775.257","55326.605","40940.123","111292.111","64418.625","56100","34429.952","10897.7096","61746.825","117471.004","149000","46000","6952.7038","84860.1039","60100","68425.407"
"M401.342T1557.26","123877.998","125037.017","154992.688","163339.779","115999.751","127060.259","53870.206","112033.895","139530.808","129000","125818.926","106272.3359","149791.641","173847.441","104000","132000","120824.8544","133102.5673","176000","128895.43"
"M534.317T1557.588","58858.625","80126.42","72438.379","48543.922","65825.823","88787.967","37189.567","79521.944","88525.475","92500","83512.969","60013.3864","65495.763","100167.346","137000","61300","50386.269","76625.0784","80400","67308.397"
"M305.302T1591.458","199347.682","605601.331","195465.17","340866.397","245142.013","442018.715","159398.537","199166.012","182595.752","149000","218476.129","194928.9573","194077.338","164004.048","164000","263000","179109.9605","223036.9499","268000","185758.174"
"M899.582T1490.329","22171.898","216303.466","94766.204","77270.191","305912.424","47180.951","28450.494","257638.973","113022.196","47500","36265.619","30202.2538","73642.517","256604.75","640000","49300","17572.7301","186588.5098","70800","58335.237"
"M351.208T1439.835","175871.81","277859.122","173847.724","188542.258","195880.062","201046.46","228346.482","257409.827","277636.259","269000","193014.157","170186.4556","195888.947","193421.662","213000","253000","187365.5285","236058.4172","2e+05","272836.028"
"M510.367T1523.593","80805.091","96735.434","93200.027","94482.766","115121.955","80737.43","47432.808","82298.665","92539.883","83600","147897.009","73633.0712","106154.281","80506.652","86100","77600","83273.7186","93472.3433","99300","89226.494"
"M810.531T1659.646","48080.04","143811.831","160305.645","139479.643","130075.535","41342.233","42325.457","141881.42","49558.41","51500","20973.935","18196.1259","72572.442","201552.154","50500","45800","30107.7816","69979.5459","51700","51580.749"
"M409.225T1624.962","126935.866","125100.45","123359.51","134109.08","120217.191","144088.691","22216.456","128215.258","139233.234","119000","124763.067","109893.2983","149297.312","151656.222","124000","135000","126803.5538","135223.7215","144000","127022.061"
"M747.451T1490.329","71212.9","103279.192","80917.653","56413.448","88893.033","61113.751","34683.674","76195.093","79263.525","54900","51163.325","28141.8582","72666.743","73431.458","94000","62000","30444.7606","97270.2001","58100","83945.25"
"M938.6T1518.016","29445.785","54406.391","51991.444","24845.904","71792.943","9359.953","5466.449","57665.66","19213.04","22800","2826.976","13333.9834","18463.52","78868.357","135000","16900","15413.3555","58854.421","18000","35943.224"
"M885.578T1475.069","34552.272","93858.517","60527.445","62121.626","163674.718","30750.959","27327.448","145732.215","68541.615","47900","46966.213","25844.624","62764.646","158437.459","249000","46300","40021.2702","128766.9107","58200","43325.806"
"M701.599T1463.866","27663.165","86461.752","35677.901","50475.208","108048.337","30748.381","74480.654","43554.216","73775.24","72900","39888.713","50333.4445","117703.588","44815.459","50000","24600","45728.5391","55741.1563","65900","18114.195"
"M327.231T1624.498","109815.701","128050.095","124942.646","146548.09","111894.544","116454.785","12829.624","137156.816","121943.403","124000","120994.133","92259.6581","142391.657","134622.364","77700","129000","117442.4274","161565.7346","112000","123361.192"
"M305.302T1540.694","199266.566","603160.586","251008.956","340492.323","240216.68","438624.888","166738.452","198976.062","190923.726","259000","218216.85","194668.2478","332168.905","233772.108","3e+05","262000","179108.969","219310.2769","268000","217372.399"
"M977.7T1446.028","7399.854","18335.543","20723.274","12405.865","31837.184","28405.238","35179.952","18651.316","3879.6","8680","6712.605","508","8717.938","21358.22","31300","2540","5648.6245","12512.1947","2740","7507.107"
"M853.584T1513.559","37302.772","74839.47","56250.264","66423.609","93731.37","62055.744","24766.379","88110.283","69359.286","62500","51235.276","37346.1684","55940.658","99554.987","182000","67500","43159.7405","91525","60600","48231.031"
"M674.232T924.482","106902.983","24803.397","51754.11","61361.977","92621.705","74115.515","33379.632","91177.414","57133.27","146000","116176.537","339.723","50632.707","61547.286","76100","97000","1698.615","85914.9306","61400","93073.917"
"M885.58T1536.307","10864.479","51884.463","36504.631","39576.945","101352.712","18651.834","14702.862","94441.884","32192.062","22500","28269.759","15742.9219","33515.302","105766.049","137000","23100","16790.1476","76302.8654","31100","20125.513"
"M944.587T1458.08","13621.475","36167.65","32069.573","26300.886","61003.869","21325.041","5715.421","59572.673","29475.37","18000","5197.006","6944.7785","18457.384","55413.406","117000","14800","4402.8301","40885.6421","29800","29590.081"
"M419.314T1508.139","119916.833","136612.817","175935.535","130531.539","132757.452","119787.458","99005.049","139903.699","136741.868","129000","160942.231","121793.8287","114044.904","132012.643","129000","125000","110102.9036","138132.8541","137000","122506.504"
"M579.486T1558.522","74956.813","54663.327","74895.054","50178.208","68561.99","64709.599","17371.123","81266.255","67302.301","56800","50195.182","41839.3856","63974.008","60394.434","85000","87700","57271.8787","83354.5848","65000","43381.752"
"M692.264T921.146","78152.996","40609.631","149130.293","103378.206","96510.181","83439.262","130341.84","113880.286","123083.268","185000","106069.024","11387.1917","119663.496","138115.16","97000","110000","14458.8837","113943.0383","151000","123952.956"
"M327.176T1435.338","315131.319","307222.373","322944.512","322862.486","282412.493","274348.969","226518.116","324883.174","305067.638","359000","363890.3","305850.0068","354588.83","305246.01","241000","298000","321876.7328","347283.071","312000","344099.115"
"M333.203T1439.392","188142.165","177084.15","140766.875","224429.835","234445.859","280445.366","213401.763","179195.811","151905.188","329000","263763.779","99237.5288","191833.115","161671.377","248000","386000","88822.8611","208792.9551","194000","221179.342"
"M297.239T1245.233","283070.252","220182.136","146361.284","218856.837","431991.303","395239.157","282003.76","159217.252","126574.386","409000","209510.509","125401.1762","209574.103","179750.014","420000","360000","108568.1389","135821.9774","166000","153068.963"
"M484.402T1523.787","187254.114","148796.284","186092.264","185873.771","190681.966","194955.368","177614.576","179956.027","203568.434","187000","203779.008","195584.4803","204911.585","178531.59","183000","170000","184571.0373","186192.4114","203000","211450.389"
"M877.615T1591.283","28195.034","77224.206","55566.506","40016.5","58762.6","32221.671","36865.07","63758.938","43015.853","32500","40259.787","28212.3867","31015.869","81887.455","137000","41400","29160.8483","75641.2524","44200","34908.114"
"M395.217T1369.501","73020.529","182763.05","136342.787","165513.676","59750.513","124401.892","160280.602","79564.018","95473.246","101000","120218.118","107070.585","132574.122","138396.192","74700","123000","85409.8114","79095.2408","163000","108588.643"
"M566.427T1621.712","35716.687","57302.223","51462.258","107250.141","83475.042","44840.427","17990.648","57486.785","42332.025","41800","39941.719","36373.3061","90684.532","38611.301","30100","51100","33533.1588","62082.9861","43900","43193.281"
"M281.247T1473.551","322679.408","717515.858","458074.9","392901.055","393371.166","645304.393","83570.678","393051.236","298562.034","554000","442908.283","154131.8681","347126.117","417551.089","429000","342000","203556.6922","386121.7104","470000","376134.23"
"M513.351T1439.707","128641.169","172983.269","167596.881","143346.274","143679.907","143508.848","99063.212","118635.547","166248.242","146000","121491.582","111418.0042","164070.305","227192.173","149000","136000","95085.1799","146066.2725","194000","124018.752"
"M539.396T1624.559","47541.523","45825.938","51794.274","61311.797","55106.095","45198.817","6206.376","40077.882","156656.475","43800","34335.009","34944.2909","95753.329","46701.367","50800","65000","42097.3945","81474.8311","209000","62244.318"
"M500.359T1492.083","83545.991","88119.824","77810.016","102084.45","67398.539","73632.728","84717.802","67320.683","73871.811","68200","72830.05","63717.9167","100660.571","76883.441","113000","84500","76478.6652","87175.6423","88700","99637.314"
"M536.574T1557.26","17215.16","139750.941","70090.41","9860.073","17547.414","7043.675","8714.884","121288.753","13547.429","32100","16828.42","20684.6569","15126.447","153164.942","10400","47900","2453.1114","114462.9357","33600","27886.424"
"M999.712T1325.086","10482.818","26699.474","23217.118","11434.458","22021.392","2953.06","21216.128","41450.892","13834.872","15500","14554.705","3455.2663","25715.31","38869.9","90100","4400","5879.0593","55856.9519","20600","26502.628"
"M843.597T1509.101","34896.012","69690.748","54412.031","52035.989","71747.904","21840.226","34794.482","71465.302","52021.227","43600","63438.833","32361.1169","35195.795","84331.335","176000","53300","29370.128","79960.4881","45200","38250.517"
"M857.584T1492.083","60915.161","93460.625","128144.049","73952.472","141077.455","51383.381","61325.969","144091.544","83927.943","126000","138417.843","44834.9432","82669.151","170684.744","257000","77500","38006.0495","168934.6306","76800","79542.894"
"M865.582T1597.662","33606.616","91646.101","74223.561","62887.997","156721.424","32571.315","22931.035","108099.392","81348.657","44600","22033.641","27270.1538","41421.048","145513.139","446000","42900","16725.332","137616.7721","49500","25421.94"
"M685.435T1661.058","86603.627","98014.957","95676.169","107857.188","112017.038","113517.063","5810.032","97053.95","105738.033","112000","110144.316","103240.5315","100577.391","114366.973","89500","85600","92842.1655","217828.2993","75500","106115.858"
"M686.443T1641.482","42458.432","46708.394","36595.322","46513.634","34051.665","44475.039","2579.83","39979.41","49312.696","41800","42515.289","50557.3907","43252.704","42005.024","48400","40800","46737.6553","96608.4341","33700","42214.979"
"M385.181T1641.823","199758.536","346525.92","140869.96","152938.68","219970.405","262286.278","16204.852","137222.336","124284.8","321000","130278.646","160111.5017","163781.067","148450.451","484000","535000","146251.8965","146961.2824","171000","127518.955"
"M332.329T1556.14","341794.386","322047.497","327272.034","334104.545","310955.969","315748.536","299497.588","352052.225","354171.483","323000","374796.818","329882.106","315763.659","365721.421","325000","304000","334955.0425","360951.6577","330000","374751.398"
"M315.251T1401.37","182721.905","336778.802","249855.882","321352.08","245096.608","279666.721","360482.059","194032.322","191246.914","306000","180441.338","202213.3964","293577.456","309971.648","252000","332000","166526.1563","185004.3266","258000","216144.971"
"M931.588T1473.551","16988.766","49509.71","29136.674","30399.891","96256.533","18719.485","6355.493","75098.385","23987.824","12400","9379.233","2371.2949","34135.674","82946.694","99900","14900","5710.564","41538.23","33500","17839.64"
"M841.585T1446.028","36552.048","71218.348","115501.582","38355.442","127520.417","47944.478","42167.679","117904.377","42642.95","112000","127261.674","39274.4016","51633.816","107549.505","155000","65500","28763.5844","112535.1694","45500","94571.631"
"M882.577T1472.663","26393.565","183230.734","99215.24","64863.723","268647.611","27789.193","31234.731","198682.88","111461.562","44600","42629.039","10772.8759","32776.041","229064.444","813000","45500","10014.4168","182886.0887","43400","29015.785"
"M930.57T1457.506","51644.506","108350.998","75922.951","79166.977","166541.017","56545.376","26198.162","108548.484","81051.366","46600","29217.553","8009.6895","53568.416","112250.389","130000","56800","5040.3477","87421.7721","47100","59388.433"
